ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
872	2	1	100	1	7	5	181
873	14	1	2	1	7	4	182
874	4	1	1	1	7	1	22
875	2	1	2	1	10	4	19
876	6	3	1	1	12	1	110
877	59	24	21	78	54	22	67
878	2	5	1	1	144	1	4
879	2	1	1	1	145	1	9
880	2	9	2	1	1	1	16
881	2	68	1	1	10	4	13
882	2	1	1	37	1	27	19
883	2	5	1	1	9	4	9
884	77	9	2	1	13	1	16
885	3	4	6	1	7	4	13
886	16	1	21	27	29	17	183
887	2	1	1	1	21	4	12
888	2	6	1	5	4	1	4
889	3	1	1	4	3	1	19
890	2	1	1	8	10	4	61
891	3	1	2	1	9	1	184
892	2	1	65	2	5	4	36
893	25	1	101	1	10	1	100
894	18	15	18	61	93	37	99
895	3	3	1	1	1	1	42
896	2	9	2	1	13	1	38
897	1	3	1	1	1	1	1
898	3	1	1	1	1	1	9
899	69	19	90	20	125	18	185
900	1	6	1	5	4	1	6
901	4	3	2	1	16	4	6
902	3	5	1	1	150	1	43
903	18	22	55	61	151	13	50
904	4	1	2	1	1	1	68
905	3	3	1	86	1	1	12
906	16	62	21	27	55	22	75
907	3	1	2	17	27	1	39
908	2	10	1	1	14	3	91
909	2	1	2	1	1	71	4
910	2	69	1	3	8	1	27
911	1	6	1	1	1	1	79
912	2	3	1	1	152	4	12
913	2	1	13	2	9	1	4
914	2	1	1	87	7	1	12
915	2	10	13	1	12	1	186
916	16	3	2	27	158	22	178
917	18	71	104	59	31	74	50
918	18	22	26	88	11	20	154
919	16	24	21	27	47	22	188
920	2	1	11	1	4	8	24
921	3	1	2	1	3	4	190
922	79	3	1	1	9	1	13
923	2	3	1	2	6	4	191
924	2	3	1	1	4	4	160
925	16	18	21	27	153	40	85
926	16	18	21	33	47	22	187
927	78	9	2	1	2	1	43
928	38	19	53	58	73	21	156
929	18	22	26	22	154	13	51
930	16	70	21	27	155	22	67
931	10	7	2	2	3	72	4
932	16	70	21	31	92	17	67
933	16	18	21	38	155	17	67
934	16	24	102	33	47	44	67
935	17	19	39	20	156	21	156
936	60	18	106	27	53	17	67
937	16	1	21	27	76	22	67
938	16	24	103	31	157	73	45
939	2	3	6	75	9	7	23
940	2	1	62	26	10	1	91
941	6	3	1	20	12	4	4
942	2	1	2	1	16	4	12
943	12	1	1	2	5	1	23
944	2	1	2	1	4	4	6
945	2	1	1	1	9	1	31
946	2	1	2	1	9	1	61
947	4	1	1	1	27	7	4
948	2	3	1	2	1	5	54
949	17	18	45	44	55	22	67
950	2	1	1	20	56	4	31
951	1	6	1	1	1	1	3
952	1	1	1	1	1	1	3
953	18	15	18	89	11	41	51
954	18	22	26	64	154	20	192
955	4	3	1	1	4	4	4
956	2	1	6	1	7	1	38
957	2	4	1	1	4	1	18
958	3	7	6	8	7	1	4
959	80	6	1	1	241	1	1
960	79	3	1	1	160	10	23
961	18	22	18	90	142	13	179
962	2	1	1	6	26	1	12
963	2	9	2	1	13	1	25
964	41	1	1	1	7	4	87
965	2	5	1	6	9	1	67
966	2	1	2	1	1	1	68
967	2	1	19	4	9	4	34
968	2	3	2	37	4	1	15
969	4	1	2	36	9	10	14
970	10	1	2	1	9	1	6
971	16	32	21	91	68	22	74
972	80	6	1	1	1	1	1
973	16	24	21	78	55	22	67
974	4	9	2	1	13	1	16
975	1	1	1	1	13	1	1
976	2	3	108	26	3	4	64
977	81	72	107	92	69	34	140
978	17	55	39	20	117	18	156
979	83	3	1	1	12	1	4
980	82	73	79	39	161	18	52
981	16	24	43	93	42	17	74
982	4	1	1	94	3	4	2
983	4	1	2	1	1	4	4
984	1	1	1	1	6	1	1
985	10	3	2	2	6	4	4
986	1	1	2	4	1	1	4
987	2	1	2	6	7	1	12
988	2	1	2	17	1	1	39
989	1	1	1	1	27	1	1
990	16	18	45	44	55	22	1
991	4	1	1	26	1	5	54
992	2	1	1	18	10	4	6
993	10	1	11	1	9	8	112
994	2	6	1	1	10	4	5
995	2	6	1	1	1	1	1
996	3	1	2	1	10	4	91
997	4	6	1	1	1	28	34
998	2	1	1	1	12	1	2
999	2	1	2	1	10	1	12
1000	16	45	21	27	47	22	12
1001	14	3	1	3	3	1	19
1002	43	1	2	1	10	4	67
1003	28	18	21	27	137	22	27
1004	2	1	1	1	9	4	59
1005	2	1	1	1	9	4	67
1006	10	40	2	1	7	4	40
1007	2	6	5	1	1	4	8
1008	16	24	21	27	52	22	150
1009	2	10	1	1	12	1	25
1010	2	3	1	1	1	4	48
1011	2	1	5	1	9	4	56
1012	4	1	1	1	9	1	83
1013	2	2	1	1	3	3	1
1014	4	4	1	1	27	7	4
1015	10	1	11	1	4	8	43
1016	18	22	18	22	115	13	51
1017	2	2	2	1	1	4	34
1018	16	18	45	44	55	60	67
1019	18	1	1	70	94	20	51
1020	2	2	5	1	10	1	6
1021	2	2	1	1	1	1	40
1022	60	24	21	44	29	22	67
1023	16	24	21	38	47	22	67
1024	4	1	2	2	3	1	39
1025	16	1	21	53	44	22	67
1026	2	1	2	35	10	24	19
1027	2	1	1	1	9	4	14
1028	14	1	2	95	21	1	1
1029	2	6	1	1	8	1	18
1030	2	5	2	1	7	1	10
1031	18	22	18	23	134	13	51
1032	18	22	56	96	11	38	51
1033	2	9	2	1	13	1	76
1034	2	1	1	1	140	31	34
1035	4	1	1	26	1	1	4
1036	69	1	90	20	125	18	148
1037	4	1	2	1	10	10	12
1038	2	1	1	20	9	4	13
1039	2	1	2	2	6	4	4
1040	69	19	90	20	125	18	148
1041	2	1	1	1	7	1	22
1042	2	1	1	1	4	1	12
1043	2	38	2	20	7	4	89
1044	18	22	18	90	142	13	192
1045	1	1	1	1	1	1	42
1046	18	20	18	90	142	13	192
1047	2	1	2	20	7	1	4
1048	8	74	2	1	9	76	18
1049	2	3	4	97	12	1	39
1050	16	18	21	31	92	17	67
1051	2	1	11	1	9	10	9
1052	2	1	1	1	17	1	42
1053	16	1	2	1	10	4	13
1054	2	3	1	1	12	4	12
1055	16	24	21	1	1	17	1
1056	16	62	21	40	153	40	67
1057	16	24	21	27	47	17	134
1058	43	1	2	1	10	1	12
1059	2	1	1	1	12	1	4
1060	16	18	21	21	52	30	75
1061	2	3	1	20	61	4	181
1062	2	3	2	2	162	1	4
1063	2	3	1	1	9	4	193
1064	2	3	1	1	9	1	193
1065	2	1	1	2	5	4	6
1066	2	3	1	37	10	1	86
1067	2	6	1	5	4	77	6
1068	4	3	1	36	9	78	14
1069	18	1	55	22	115	13	194
1070	2	1	2	1	1	1	195
1071	2	1	1	1	163	4	4
1072	4	1	1	1	40	1	22
1073	84	5	1	1	109	1	12
1074	2	1	2	1	7	1	4
1075	85	22	55	22	11	13	51
1076	2	1	2	1	12	1	91
1077	17	19	79	20	150	18	196
1078	4	5	1	3	12	4	46
1079	2	5	1	1	9	1	19
1080	3	3	1	1	164	1	4
1081	2	3	2	2	6	4	12
1082	2	5	1	1	1	1	19
1083	2	1	2	1	13	1	23
1084	3	3	1	1	1	9	79
1085	64	18	21	27	29	22	80
1086	3	1	2	1	3	4	31
1087	2	1	1	1	3	3	38
1088	2	1	1	10	1	1	76
1089	2	5	1	4	8	2	12
1090	2	31	2	1	12	1	14
1091	17	19	66	39	165	20	197
1092	2	1	1	1	7	4	198
1093	2	1	1	1	10	1	199
1094	16	24	21	98	146	29	67
1095	4	76	1	1	43	1	13
1096	16	24	21	27	47	22	200
1097	16	75	21	27	55	22	67
1098	16	18	21	27	146	17	201
1099	16	1	43	53	106	79	75
1100	16	24	84	99	137	57	67
1101	86	77	13	3	4	27	25
1102	2	78	5	1	17	4	42
1103	2	3	6	1	7	7	4
1104	2	3	2	2	6	80	4
1105	18	22	63	22	167	13	192
1106	2	1	1	1	7	2	12
1107	4	38	1	1	7	4	6
1108	4	1	111	18	21	1	68
1109	2	3	2	2	168	4	4
1110	2	3	2	1	1	4	14
1111	2	1	2	1	45	4	31
1112	2	1	1	1	4	4	12
1113	2	9	2	1	1	1	10
1114	4	3	2	1	10	4	17
1115	42	22	26	64	169	20	49
1116	2	5	2	1	10	4	202
1117	2	1	2	2	10	4	19
1118	50	19	112	39	170	63	125
1119	2	79	1	1	7	4	4
1120	38	80	22	20	73	18	53
1121	2	3	1	100	4	4	4
1122	2	3	6	75	9	7	18
1123	87	1	1	1	4	4	4
1124	2	3	2	101	1	4	13
1125	2	1	2	1	7	1	203
1126	2	1	9	1	10	4	13
1127	3	1	13	14	63	1	64
1128	2	1	1	1	7	1	4
1129	3	3	1	1	1	4	18
1130	32	5	1	1	9	4	8
1131	16	18	110	49	166	22	205
1132	16	24	21	27	106	22	204
1133	18	22	18	63	171	28	179
1134	18	22	18	34	172	13	51
1135	2	1	1	1	10	4	61
1136	18	22	18	63	11	13	208
1137	3	4	6	4	7	1	38
1138	2	1	1	1	9	1	9
1139	16	18	30	27	92	22	178
1140	10	1	11	1	9	8	43
1141	2	10	12	1	9	1	4
1142	16	24	57	62	92	22	104
1143	18	23	74	61	79	69	99
1144	16	66	45	32	55	40	67
1145	2	1	4	34	1	1	2
1146	64	18	21	27	81	22	105
1147	6	1	2	1	12	4	4
1148	16	18	21	27	47	22	75
1149	16	1	21	27	54	17	67
1150	16	18	21	53	50	33	67
1151	2	9	2	1	9	1	14
1152	3	9	6	4	9	1	14
1153	3	3	6	4	7	1	4
1154	2	3	2	1	9	1	16
1155	65	59	86	79	136	81	209
1156	2	5	1	1	7	4	89
1157	10	38	1	4	6	4	4
1158	2	1	2	1	10	9	19
1159	2	1	1	1	16	44	12
1160	2	9	2	1	13	1	91
1161	2	3	2	2	6	4	111
1162	51	1	5	1	9	4	210
1163	16	24	30	102	47	22	67
1164	2	2	1	1	1	1	211
1165	25	3	19	1	1	4	212
1166	16	18	21	27	55	22	67
1167	60	18	21	38	173	22	67
1168	2	81	21	35	10	24	19
1169	16	24	21	27	47	22	206
1170	16	82	21	27	54	22	207
1171	16	24	42	66	47	22	75
1172	2	1	11	1	10	4	13
1173	4	1	11	1	12	1	35
1174	16	18	21	27	29	22	85
1175	16	45	30	38	90	22	45
1176	2	1	2	8	45	4	9
1177	1	6	1	1	1	1	4
1178	16	18	21	33	47	22	146
1179	16	1	21	27	83	60	134
1180	2	1	2	1	1	1	34
1181	16	24	21	27	81	22	105
1182	16	1	21	32	53	22	63
1183	2	1	1	1	3	1	2
1184	42	22	26	1	1	20	51
1185	2	1	1	1	10	10	43
1186	4	7	1	2	3	25	4
1187	2	1	2	37	9	4	9
1188	2	3	1	1	4	4	12
1189	3	5	95	1	16	1	12
1190	2	6	1	3	26	1	56
1191	88	22	63	22	107	38	114
1192	4	3	41	2	17	4	46
1193	2	83	2	1	9	4	135
1194	2	1	1	34	10	1	25
1195	2	3	1	1	9	4	26
1196	3	1	1	1	1	1	64
1197	3	1	1	1	9	1	93
1198	2	9	2	1	9	1	4
1199	3	3	1	1	1	67	79
1200	2	3	113	1	1	1	61
1201	2	1	2	1	10	4	100
1202	3	1	1	1	2	4	43
1203	2	6	1	1	1	1	31
1204	2	1	3	26	9	1	4
1205	2	1	2	80	10	1	120
1206	3	5	114	1	9	10	9
1207	2	1	1	6	12	1	12
1208	16	18	21	27	92	40	67
1209	16	18	84	31	92	29	67
1210	16	18	21	40	47	17	67
1211	2	53	3	103	10	4	18
1212	2	1	19	4	10	4	18
1213	2	1	1	1	7	4	87
1214	65	59	86	79	136	82	209
1215	18	22	64	22	174	13	213
1216	89	84	115	104	58	83	214
1217	16	18	45	40	175	22	74
1218	90	24	21	53	47	17	215
1219	16	18	116	105	76	60	152
1220	16	18	21	27	47	22	216
1221	2	1	1	1	17	1	4
1222	2	3	1	1	1	1	13
1223	16	18	109	32	146	22	67
1224	18	67	26	63	142	38	169
1225	16	32	109	32	42	17	67
1226	42	22	26	64	11	13	51
1227	12	1	20	1	56	4	161
1228	2	9	2	1	13	1	217
1229	4	1	1	1	20	1	218
1230	16	24	21	27	176	22	124
1231	2	6	1	1	1	1	6
1232	17	19	79	39	34	21	197
1233	91	1	71	1	3	3	18
1234	4	1	2	52	10	1	7
1235	2	3	2	1	2	1	14
1236	2	5	117	2	7	1	10
1237	3	4	6	1	7	4	221
1238	4	1	2	1	1	85	4
1239	2	1	1	1	178	4	4
1240	2	1	1	1	1	3	24
1241	4	3	1	1	1	4	223
1242	78	3	1	1	1	4	91
1243	76	1	2	1	7	4	224
1244	16	66	109	32	146	22	67
1245	2	1	6	1	1	4	222
1246	17	19	28	20	108	21	52
1247	18	22	89	88	11	13	154
1248	2	1	1	1	1	1	12
1249	16	32	21	40	84	40	22
1250	16	24	21	106	68	59	188
1251	16	18	21	38	47	60	67
1252	16	66	21	27	76	22	67
1253	25	1	1	1	9	4	35
1254	2	6	13	1	177	1	39
1255	16	24	60	49	47	22	67
1256	2	1	58	1	12	4	220
1257	2	4	2	26	1	1	27
1258	9	3	2	2	6	4	4
1259	9	1	2	1	4	1	25
1260	2	4	2	1	1	1	27
1261	2	1	62	3	10	87	110
1262	16	18	21	27	47	17	74
1263	4	1	1	1	12	1	35
1264	3	3	1	1	1	1	39
1265	2	1	1	1	10	4	12
1266	4	1	13	69	10	27	10
1267	2	1	2	35	10	88	4
1268	16	24	21	49	155	22	225
1269	2	1	2	1	7	1	226
1270	16	24	21	107	104	66	67
1271	2	3	2	2	4	4	4
1272	2	1	2	1	7	86	7
1273	16	24	21	62	47	33	67
1274	2	1	2	1	1	4	68
1275	2	79	1	1	7	23	4
1276	4	4	1	1	7	62	10
1277	2	53	1	1	1	62	56
1278	4	1	13	69	10	4	10
1279	3	3	1	1	1	81	13
1280	16	1	21	27	47	22	10
1281	16	18	21	27	55	22	10
1282	1	1	1	1	1	4	10
1283	2	1	1	1	3	3	8
1284	2	1	2	1	11	4	13
1285	27	1	1	1	9	4	12
1286	2	1	2	1	13	1	10
1287	2	10	111	1	56	24	31
1288	2	1	111	1	10	62	13
1289	3	5	1	1	10	4	4
1290	2	1	2	1	10	4	1
1291	2	9	2	1	13	1	93
1292	14	3	6	1	21	4	1
1293	16	24	21	38	68	62	67
1294	2	1	5	3	1	5	8
1295	16	24	21	27	76	81	152
1296	4	1	2	1	7	70	12
1297	82	41	56	31	1	81	1
1298	85	19	47	13	38	57	1
1299	4	5	6	2	7	1	10
1300	4	1	1	6	7	1	12
1301	2	1	2	1	7	89	13
1302	3	1	1	1	1	4	18
1303	2	5	118	1	179	1	13
1304	18	15	26	108	32	37	51
1305	1	85	35	1	10	90	14
1306	2	1	119	1	1	4	24
1307	2	1	2	1	12	1	38
1308	48	22	18	59	92	13	51
1309	10	1	2	1	10	4	5
1310	14	1	2	1	21	1	1
1311	4	1	1	1	13	1	93
1312	18	15	26	22	94	13	208
1313	10	1	1	1	7	4	23
1314	2	1	2	1	1	1	18
1315	14	3	6	1	21	10	1
1316	32	5	1	1	9	10	18
1317	2	1	1	35	27	4	4
1318	18	22	26	22	93	37	227
1319	18	15	120	96	80	13	51
1320	18	15	55	109	181	91	51
1321	18	22	123	111	94	61	228
1322	2	5	121	8	180	1	6
1323	18	22	122	110	11	92	99
1324	2	5	1	1	1	44	9
1325	43	1	2	1	10	4	8
1326	3	3	1	1	1	1	16
1327	16	9	21	27	39	1	103
1328	2	9	2	1	182	1	4
1329	2	1	5	1	1	1	4
1330	18	22	18	61	172	13	51
1331	2	22	26	63	154	20	99
1332	16	24	36	27	92	22	67
1333	2	1	1	26	12	5	54
1334	79	3	1	2	1	1	12
1335	2	1	26	23	31	41	49
1336	2	3	1	1	9	1	12
1337	4	3	1	36	9	4	14
1338	18	1	1	1	9	4	12
1339	16	24	21	49	47	22	67
1340	18	15	18	63	172	74	51
1341	2	3	1	1	9	4	18
1342	16	24	21	1	47	33	67
1343	2	3	13	1	9	4	4
1344	18	22	18	59	92	13	51
1345	2	1	1	2	9	4	4
1346	2	4	2	1	10	4	13
1347	2	1	1	26	26	27	9
1348	2	6	2	1	7	4	14
1349	2	10	1	1	47	24	31
1350	2	1	2	1	10	1	68
1351	2	1	2	1	6	1	112
1352	2	5	1	1	10	1	13
1353	2	3	1	1	9	1	13
1354	16	45	21	27	56	22	67
1355	18	25	25	61	11	20	99
1356	2	22	26	63	11	20	99
1357	2	1	2	1	11	1	112
1358	2	5	1	29	1	4	23
1359	18	22	26	16	31	37	106
1360	2	4	2	1	9	1	27
1361	2	22	56	61	94	38	12
1362	2	1	65	1	9	11	2
1363	2	9	2	1	9	4	12
1364	9	1	2	1	1	1	27
1365	2	1	1	36	9	10	14
1366	9	4	2	1	7	1	81
1367	2	1	26	63	115	13	192
1368	2	1	2	20	7	1	7
1369	2	22	26	63	115	13	192
1370	2	1	2	1	12	4	26
1371	2	4	2	1	9	1	112
1372	2	1	2	1	1	1	27
1373	2	1	1	1	1	4	4
1374	42	22	56	22	94	13	51
1375	1	45	21	27	47	22	67
1376	2	24	21	27	55	22	67
1377	2	1	11	4	9	4	13
1378	16	18	21	27	39	22	103
1379	3	9	6	1	7	4	40
1380	2	3	1	1	9	10	4
1381	16	18	45	38	106	93	75
1382	4	86	6	1	6	1	38
1383	2	2	1	1	16	94	229
1384	16	3	1	1	1	1	4
1385	16	87	21	27	47	22	67
1386	2	1	1	4	9	1	6
1387	2	1	1	1	1	1	34
1388	2	1	2	4	1	1	34
1389	3	4	2	1	7	4	14
1390	2	1	2	1	7	1	19
1391	2	1	1	26	10	1	14
1392	4	1	1	1	10	16	86
1393	2	1	37	2	3	1	19
1394	2	1	2	4	1	1	14
1395	2	3	2	1	9	4	4
1396	2	1	1	1	10	1	86
1397	16	24	21	27	29	22	230
1398	3	1	1	1	9	95	135
1399	4	1	124	1	7	4	91
1400	17	19	39	112	122	18	148
1401	2	1	1	1	9	1	4
1402	92	1	2	1	10	16	121
1403	3	1	1	1	10	4	18
1404	2	3	1	1	10	4	12
1405	16	3	21	27	47	1	79
1406	3	3	1	1	13	1	79
1407	16	18	21	27	83	60	134
1408	2	9	1	1	4	4	129
1409	2	51	1	26	183	1	15
1410	17	19	126	39	88	18	119
1411	2	1	20	2	1	1	10
1412	2	5	1	1	4	1	18
1413	18	22	1	61	25	38	231
1414	2	1	20	1	10	96	38
1415	2	3	4	113	12	1	39
1416	17	19	127	114	184	97	232
1417	2	1	125	1	9	4	12
1418	4	3	1	6	1	1	16
1419	2	1	2	1	10	1	112
1420	3	5	1	1	150	1	233
1421	18	22	18	63	11	98	208
1422	42	22	18	22	79	41	99
1423	16	24	21	41	47	22	103
1424	18	22	55	85	11	13	234
1425	2	6	1	1	1	1	42
1426	3	5	1	1	12	4	46
1427	2	1	10	1	9	1	21
1428	2	1	1	1	27	5	34
1429	2	7	70	1	1	4	4
1430	2	20	1	115	9	1	4
1431	2	5	1	1	9	1	212
1432	2	1	1	18	1	4	235
1433	28	18	21	27	47	22	67
1434	93	45	21	27	47	22	236
1435	18	88	128	116	11	99	237
1436	2	3	41	2	17	4	46
1437	17	19	69	39	185	21	238
1438	4	1	1	20	9	4	35
1439	2	1	5	117	10	4	10
1440	2	3	1	1	4	1	4
1441	2	1	1	1	1	7	4
1442	2	38	2	1	7	1	10
1443	18	22	18	16	25	13	240
1444	2	3	6	1	17	7	4
1445	2	6	17	1	20	101	25
1446	4	3	1	36	9	1	14
1447	2	3	3	1	186	100	239
1448	2	1	2	1	3	4	182
1449	7	1	65	1	9	4	18
1450	2	5	129	1	10	4	202
1451	4	1	11	1	9	8	112
1452	2	5	6	4	64	2	12
1453	16	18	109	27	39	22	67
1454	2	3	6	1	9	7	18
1455	17	19	130	25	187	21	119
1456	16	18	42	27	55	22	241
1457	16	1	2	1	1	4	13
1458	2	3	1	1	1	1	79
1459	4	1	1	1	4	4	4
1460	4	3	1	1	1	1	4
1461	18	3	1	1	1	1	79
1462	16	24	21	31	47	17	75
1463	3	4	6	1	188	4	4
1464	2	1	1	1	189	50	23
1465	18	22	26	64	107	103	192
1466	17	19	28	39	51	21	245
1467	16	4	21	27	47	22	188
1468	2	1	2	6	7	1	81
1469	16	24	21	27	47	33	67
1470	16	24	36	49	83	22	67
1471	10	1	1	1	9	4	246
1472	16	24	36	49	47	22	67
1473	18	22	131	61	25	38	231
1474	2	3	6	9	9	7	35
1475	16	67	26	63	142	38	169
1476	79	3	1	1	9	10	23
1477	2	1	2	1	54	4	13
1478	16	24	21	27	54	22	105
1479	9	4	2	1	191	1	27
1480	2	9	2	1	16	1	16
1481	3	3	133	1	1	1	79
1482	2	3	1	1	4	4	247
1483	2	2	1	20	1	4	18
1484	94	22	18	22	32	13	51
1485	16	45	21	27	29	22	200
1486	2	1	2	1	7	1	1
1487	2	3	1	1	21	4	23
1488	3	4	2	1	7	4	38
1489	3	4	2	1	7	4	40
1490	18	22	56	63	11	37	99
1491	6	3	1	1	7	1	4
1492	17	55	39	20	9	18	156
1493	2	1	1	6	10	1	12
1494	95	1	2	1	10	1	7
1495	2	9	2	1	13	1	248
1496	2	1	1	37	3	4	64
1497	2	46	1	1	9	1	13
1498	18	22	68	70	9	20	51
1499	45	45	21	27	55	22	67
1500	2	3	1	1	192	4	4
1501	2	3	6	1	26	100	239
1502	4	1	1	1	20	104	218
1503	16	24	134	27	106	22	67
1504	42	23	135	110	193	38	249
1505	16	90	84	49	194	17	67
1506	2	91	1	20	7	11	89
1507	2	9	2	1	13	1	24
1508	17	1	73	118	103	18	52
1509	1	55	1	1	1	1	1
1510	2	19	1	1	4	4	4
1511	16	24	46	53	47	17	67
1512	29	24	46	27	39	22	85
1513	2	1	1	6	1	1	12
1514	4	1	2	2	11	4	24
1515	2	9	2	1	13	1	79
1516	2	6	10	1	20	10	25
1517	4	1	2	1	12	1	38
1518	14	1	2	119	21	1	1
1519	54	3	1	1	1	9	79
1520	3	4	1	1	1	5	5
1521	2	3	6	1	9	7	25
1522	2	1	136	1	1	4	56
1523	17	92	39	20	150	18	52
1524	96	24	21	27	41	22	172
1525	18	67	26	63	195	38	169
1526	2	1	1	1	3	5	9
1527	3	4	4	1	9	4	19
1528	17	19	79	20	103	18	52
1529	2	1	1	1	3	3	1
1530	1	1	1	3	27	1	39
1531	18	71	26	22	94	38	50
1532	2	1	5	1	197	4	42
1533	16	18	46	27	104	29	67
1534	97	1	1	1	9	4	260
1535	18	22	26	61	79	13	51
1536	2	1	2	37	45	4	9
1537	2	1	2	1	12	1	46
1538	2	5	5	36	7	1	16
1539	17	19	39	39	198	21	142
1540	2	1	1	6	10	1	62
1541	2	1	140	1	12	1	261
1542	98	19	39	39	199	21	262
1543	1	1	141	1	1	1	1
1544	2	93	65	2	5	1	36
1545	4	10	1	1	27	27	25
1546	2	3	1	1	7	1	12
1547	2	1	1	1	4	4	64
1548	18	22	18	22	115	37	179
1549	18	22	26	59	115	4	165
1550	16	18	21	27	155	22	74
1551	2	5	1	1	12	4	18
1552	2	1	2	1	3	25	2
1553	16	24	36	53	47	22	67
1554	10	9	2	2	13	1	16
1555	16	1	21	27	53	4	13
1556	16	24	21	53	50	22	67
1557	2	5	1	8	1	4	56
1558	2	1	4	1	12	5	30
1559	2	1	33	1	1	4	253
1560	3	3	138	1	1	1	4
1561	3	4	6	1	7	1	38
1562	16	24	36	27	29	22	105
1563	16	24	21	27	194	33	259
1564	4	1	10	1	196	4	256
1565	2	1	99	1	9	1	14
1566	18	23	139	120	11	13	51
1567	2	1	2	1	7	1	254
1568	4	16	2	1	28	3	255
1569	10	1	11	1	9	8	257
1570	18	22	142	59	94	74	258
1571	16	24	21	27	76	2	252
1572	21	1	65	36	1	4	16
1573	10	1	11	1	26	4	43
1574	10	1	11	1	26	8	43
1575	16	28	21	121	200	22	67
1576	16	24	21	49	155	22	263
1577	3	1	1	4	201	1	19
1578	17	6	53	58	202	21	119
1579	2	1	5	122	17	4	42
1580	3	3	133	1	42	1	79
1581	95	1	2	1	1	1	7
1582	29	24	21	27	44	22	85
1583	2	1	2	1	12	1	9
1584	18	22	18	16	25	13	165
1585	27	1	1	1	10	1	139
1586	3	4	6	1	7	4	1
1587	2	1	2	1	4	4	111
1588	2	6	1	3	10	1	56
1589	2	1	1	1	1	4	9
1590	2	1	2	1	7	106	81
1591	2	3	143	4	7	4	24
1592	2	1	1	1	9	4	264
1593	4	1	11	1	9	4	59
1594	1	6	1	6	1	1	1
1595	54	3	1	1	1	1	16
1596	18	22	26	123	115	13	192
1597	16	24	21	27	203	107	67
1598	16	24	21	40	47	93	265
1599	99	18	45	44	55	22	67
1600	18	22	18	63	204	13	179
1601	100	19	144	39	51	18	266
1602	18	22	26	64	31	20	268
1603	2	1	1	1	4	4	267
1604	4	1	2	3	10	4	19
1605	18	22	18	22	11	13	50
1606	16	18	21	27	54	30	45
1607	4	5	101	1	76	4	23
1608	29	24	46	27	47	22	67
1609	2	31	2	36	9	4	12
1610	3	1	2	2	10	4	18
1611	16	18	21	76	47	22	67
1612	16	24	21	31	47	60	67
1613	2	3	2	1	9	1	269
1614	16	18	21	31	205	29	67
1615	16	18	57	62	76	22	67
1616	2	1	108	1	7	5	270
1617	10	1	17	1	1	4	24
1618	43	3	145	26	16	108	19
1619	101	1	2	1	10	1	112
1620	102	68	2	1	10	5	17
1621	4	3	1	2	1	1	62
1622	10	1	2	1	12	1	271
1623	103	5	1	1	10	1	139
1624	2	3	1	1	9	1	19
1625	10	7	2	1	9	4	4
1626	2	4	2	1	7	1	62
1627	3	1	1	1	12	1	15
1628	23	31	2	1	1	4	23
1629	2	3	11	8	9	5	10
1630	2	94	5	1	1	1	4
1631	2	1	1	37	10	109	9
1632	1	1	146	1	1	1	1
1633	3	6	1	5	4	1	6
1634	1	6	1	26	12	25	9
1635	18	22	26	64	107	92	1
1636	1	6	1	1	1	1	12
1637	32	1	1	1	9	4	12
1638	98	75	18	89	11	41	194
1639	4	51	2	1	12	4	42
1640	3	3	1	1	1	9	4
1641	38	19	148	124	206	97	148
1642	50	19	147	20	150	18	272
1643	18	22	55	125	11	20	273
1644	2	95	2	3	1	4	274
1645	18	22	122	126	32	13	275
1646	10	3	4	97	12	1	39
1647	104	19	149	39	207	97	276
1648	4	96	2	52	1	1	7
1649	2	20	150	1	1	1	19
1650	1	4	1	1	1	1	1
1651	2	4	2	1	208	48	17
1652	2	4	1	1	4	4	4
1653	4	3	2	3	13	1	9
1654	2	1	2	33	7	1	81
1655	2	6	1	1	1	1	4
1656	2	6	1	1	9	4	12
1657	2	6	2	2	6	4	4
1658	2	1	11	1	9	1	112
1659	2	6	1	1	3	1	15
1660	2	1	1	1	9	4	260
1661	2	1	1	2	89	4	4
1662	4	1	1	1	3	44	4
1663	4	1	2	26	7	4	19
1664	2	1	1	1	21	4	271
1665	2	3	1	1	1	4	61
1666	2	1	11	20	1	4	13
1667	2	1	70	20	10	1	9
1668	3	3	1	1	1	1	106
1669	2	1	1	6	7	1	51
1670	25	33	1	26	7	1	12
1671	10	20	2	1	9	11	56
1672	2	1	1	3	8	25	13
1673	2	1	65	2	5	1	16
1674	2	1	1	6	7	1	19
1675	10	1	11	1	26	2	112
1676	18	22	55	85	11	13	179
1677	28	18	43	27	209	29	67
1678	2	3	13	2	6	4	4
1679	4	1	6	1	6	1	38
1680	3	3	1	1	1	1	111
1681	17	19	28	20	117	18	162
1682	16	18	21	27	73	22	67
1683	16	18	21	27	39	22	278
1684	16	24	21	78	53	22	45
1685	2	6	1	5	4	9	6
1686	101	1	1	1	9	1	10
1687	16	24	21	27	52	22	80
1688	16	18	21	27	55	22	200
1689	2	5	1	1	10	1	46
1690	2	1	11	1	1	7	13
1691	2	3	6	1	9	7	13
1692	2	68	1	1	1	1	100
1693	2	1	1	1	7	1	25
1694	2	10	13	1	17	4	186
1695	10	1	11	1	9	4	13
1696	16	9	2	1	13	1	16
1697	18	1	18	16	25	13	165
1698	18	4	26	23	31	13	49
1699	18	22	18	85	134	38	51
1700	18	22	68	70	94	20	4
