ST	arcC	aroE	glpF	gmk	pta	tpi	yqiL	clonal_complex
820	10	142	8	6	10	3	2	
821	2	2	2	2	2	2	416	
822	1	143	1	14	11	51	10	
823	1	4	110	4	12	1	10	
824	98	3	1	12	4	4	16	
825	99	1	14	23	12	4	31	
826	1	4	1	4	103	1	54	
827	2	2	2	2	6	5	2	
828	3	3	1	1	4	4	83	
829	1	1	29	9	1	1	1	
830	3	3	1	1	4	107	3	
831	3	144	1	12	4	4	16	
832	13	13	111	1	12	11	13	
833	100	1	1	8	12	1	1	
834	3	124	1	1	1	1	40	
835	1	4	1	4	12	108	10	
836	3	3	1	1	4	100	3	
837	6	5	6	2	7	14	3	
838	1	4	1	4	12	106	10	
839	7	6	112	5	8	8	6	
840	1	145	1	4	12	1	10	
841	1	1	25	1	1	1	1	
842	3	1	1	1	1	5	38	
843	3	1	31	1	29	5	3	
844	3	51	1	1	4	4	3	
845	13	13	1	1	12	34	13	
846	7	6	28	27	11	40	43	
847	2	46	24	2	2	2	2	
848	10	1	1	1	12	1	1	
849	5	4	1	4	101	6	3	
850	36	3	43	79	39	52	49	
851	1	91	1	1	22	1	1	
852	1	1	68	1	1	1	1	
853	101	3	1	80	4	4	3	
854	7	139	1	5	8	8	6	
855	96	2	2	2	2	2	2	
856	56	6	1	5	8	8	6	
857	1	26	28	18	18	111	50	
858	3	3	1	1	13	4	3	
859	79	1	14	23	12	4	31	
860	1	3	1	4	12	41	10	
861	1	3	1	8	4	4	3	
862	1	3	1	4	12	1	28	
863	1	3	1	4	12	1	10	
864	12	4	1	82	12	1	3	
865	103	3	1	1	4	4	3	
866	1	31	1	4	12	102	10	
867	104	6	1	5	8	8	6	
868	1	4	1	4	12	3	10	
869	13	13	1	1	1	112	13	
870	105	3	1	1	4	4	3	
871	13	13	1	1	1	1	13	
872	1	1	1	1	1	113	1	
873	6	79	113	83	7	114	102	
874	1	4	1	84	12	1	10	
875	1	3	114	8	11	5	11	
876	22	1	14	23	12	4	103	
877	2	2	2	2	6	3	104	
878	2	2	115	2	6	3	2	
879	3	3	1	1	4	4	67	
880	4	1	4	1	5	115	4	
881	3	3	1	1	105	4	3	
882	10	14	8	6	106	3	2	
883	36	4	43	34	107	116	105	
884	1	147	1	1	1	1	1	
885	106	3	1	1	4	4	3	
886	2	148	2	2	6	3	2	
887	10	14	116	6	10	3	2	
888	3	3	117	1	1	1	10	
889	2	3	1	4	4	4	3	
890	18	33	45	18	109	14	2	
891	1	1	1	1	108	1	1	
892	1	4	1	4	12	1	107	
893	13	149	1	1	12	11	13	
894	18	18	6	2	13	15	106	
895	2	150	2	2	6	3	2	
896	2	6	1	5	8	8	6	
897	2	6	1	2	8	8	6	
898	13	13	1	1	12	117	13	
899	2	2	2	73	6	3	2	
900	107	3	1	1	4	4	3	
901	1	3	1	8	111	5	11	
902	7	6	1	5	110	8	6	
903	3	3	1	1	4	1	10	
904	16	151	12	2	13	13	15	
905	4	9	1	8	1	10	108	
906	13	13	118	1	12	11	13	
907	8	2	2	2	112	3	2	
908	108	13	1	1	12	11	13	
909	39	4	1	4	12	1	10	
910	109	2	2	2	6	3	2	
911	1	8	1	19	12	1	40	
912	13	152	1	85	113	1	40	
913	13	152	1	1	113	1	40	
914	13	1	1	1	113	1	40	
915	1	4	119	4	12	1	10	
916	1	26	28	18	18	118	27	
917	1	4	1	8	4	119	3	
918	18	153	6	2	38	50	2	
919	6	3	6	1	11	27	14	
920	1	4	1	4	115	1	10	
921	1	4	1	4	114	1	10	
922	19	23	15	2	10	20	2	
923	3	3	1	1	4	4	109	
924	10	14	120	6	10	3	2	
925	110	23	15	2	19	20	15	
926	1	4	121	4	12	1	10	
927	7	155	1	5	8	8	6	
928	7	156	1	5	8	8	6	
929	10	40	8	87	10	3	2	
930	1	65	1	4	117	1	10	
931	2	2	2	2	3	90	2	
932	12	4	1	4	1	1	3	
933	2	2	2	1	2	2	2	
934	18	18	6	1	13	15	7	
935	1	4	2	4	12	1	10	
936	2	45	2	6	2	2	2	
937	1	157	1	1	11	5	11	
938	2	2	2	6	6	3	2	
939	1	4	1	8	118	4	3	
940	19	154	15	2	19	20	15	
941	13	13	1	1	12	122	13	
942	111	71	6	2	7	58	110	
943	5	4	1	4	116	6	3	
944	18	18	6	59	13	15	18	
945	18	18	6	86	13	15	18	
946	6	5	16	2	7	14	34	
947	112	5	6	2	7	12	5	
948	12	4	1	4	12	120	3	
949	12	4	92	4	12	1	13	
950	1	4	1	4	12	121	10	
951	19	23	15	89	19	20	15	
952	113	23	15	2	19	20	15	
953	3	1	122	1	1	5	3	
954	7	6	1	2	8	8	6	
955	18	22	6	2	8	50	6	
956	2	57	2	2	8	3	2	
957	114	6	1	5	8	8	6	
958	2	2	123	2	6	3	15	
959	13	13	1	1	12	4	13	
960	3	3	1	1	4	11	3	
961	3	14	8	6	10	123	2	
962	2	2	2	2	6	3	111	
963	115	13	1	1	12	11	13	
964	4	1	4	1	12	14	5	
965	1	4	1	4	119	1	10	
966	19	23	125	2	19	20	15	
967	19	160	15	2	19	20	15	
968	3	3	126	1	1	1	10	
969	19	23	15	2	120	20	15	
970	7	159	1	5	8	8	6	
971	1	3	124	8	11	5	11	
972	10	14	8	6	10	3	112	
973	6	66	97	2	7	50	18	
974	117	37	19	2	20	26	32	
975	2	161	2	2	6	3	2	
976	3	162	1	1	4	4	3	
977	2	2	2	2	6	3	113	
978	1	4	1	8	4	5	3	
979	118	4	1	4	4	1	3	
980	3	3	1	1	4	4	28	
981	2	3	1	1	12	1	28	
982	2	2	2	2	4	4	3	
983	2	3	1	1	4	4	45	
984	7	6	1	5	4	4	3	
985	3	3	1	1	4	19	16	
986	1	4	1	4	12	1	114	
987	3	1	1	1	1	5	115	
988	119	5	6	2	7	7	5	
989	8	2	2	91	6	3	2	
990	1	4	1	8	4	124	2	
991	8	2	2	91	6	3	4	
992	8	2	2	91	6	3	13	
993	1	1	127	1	1	1	1	
994	84	3	1	14	11	51	10	
995	3	3	1	1	4	88	3	
996	2	3	1	1	64	4	3	
997	1	3	1	14	121	51	10	
998	120	4	1	4	12	1	54	
999	3	3	1	1	4	4	116	
1000	1	26	128	18	18	33	27	
1001	121	2	2	2	6	3	2	
1002	122	13	1	1	12	11	13	
1003	13	13	1	1	122	11	13	
1004	8	163	129	19	6	125	117	
1005	1	1	1	1	123	1	1	
1006	124	37	6	19	20	26	39	
1007	6	66	130	2	7	50	18	
1008	125	66	46	2	7	50	18	
1009	1	3	1	1	124	5	3	
1010	123	5	6	2	7	14	5	
1011	126	4	1	4	12	1	10	
1012	10	47	8	5	26	32	2	
1013	3	3	131	1	4	4	3	
1014	3	3	1	92	4	4	3	
1015	1	164	1	1	1	1	1	
1016	10	14	8	19	10	3	2	
1017	10	14	23	4	10	3	2	
1018	2	4	1	4	12	1	3	
1019	127	9	1	8	1	10	8	
1020	6	5	134	2	7	14	5	
1021	18	153	6	2	38	50	5	
1022	1	4	132	8	4	4	3	
1023	10	14	133	6	10	3	2	
1024	2	166	2	2	6	3	2	
1025	10	53	8	26	10	32	2	
1026	2	2	2	2	125	3	2	
1027	8	167	135	2	13	127	7	
1028	4	168	136	8	1	10	8	
1029	4	1	137	1	5	5	4	
1030	4	1	138	1	5	5	4	
1031	6	13	1	1	12	11	13	
1032	10	14	8	6	126	3	2	
1033	10	169	139	2	7	26	39	
1034	128	5	6	2	7	14	5	
1035	4	4	140	4	11	4	118	
1036	13	13	1	1	12	11	1	
1037	7	59	1	5	8	8	6	
1038	13	13	1	1	127	11	13	
1039	1	170	1	1	1	128	1	
1040	10	171	8	6	10	3	2	
1041	8	2	2	86	6	3	2	
1042	4	1	4	1	5	5	10	
1043	19	1	15	2	19	20	31	
1044	2	3	1	1	12	1	10	
1045	10	14	141	6	10	3	2	
1046	5	4	1	4	4	5	2	
1047	10	1	1	8	1	1	1	
1048	10	4	1	4	4	6	3	
1049	8	2	2	2	6	126	2	
1050	4	1	4	93	5	5	4	
1051	7	6	1	5	128	8	6	
1052	10	14	8	6	10	129	2	
1053	2	172	2	2	6	3	2	
1054	1	1	8	1	1	1	1	
1055	2	2	2	2	129	3	2	
1056	4	1	4	1	5	130	4	
1057	2	2	142	2	6	3	2	
1058	10	14	8	6	10	3	119	
1059	2	172	8	2	6	3	2	
1060	3	1	126	1	1	5	3	
1061	13	13	1	1	12	11	120	
1062	129	2	2	2	6	3	2	
1063	10	14	143	6	10	3	2	
1064	4	173	1	8	1	10	8	
1065	3	174	1	1	4	4	3	
1066	3	487	1	1	4	4	3	
1067	3	35	19	107	20	26	39	
1068	22	1	144	23	12	4	31	
1069	3	165	19	2	20	26	39	
1070	130	1	1	1	1	1	1	
1071	2	2	2	19	3	3	2	
1072	131	1	1	1	1	5	3	
1073	111	176	2	19	6	127	14	
1074	6	72	145	43	49	67	59	
1075	6	66	146	2	7	50	18	
1076	6	72	147	43	49	67	59	
1077	3	1	1	1	1	132	3	
1078	6	72	12	94	49	67	59	
1079	3	1	6	1	1	45	3	
1080	7	6	1	5	130	8	6	
1081	10	14	8	6	10	3	121	
1082	7	6	1	5	131	8	6	
1083	2	2	2	95	6	3	2	
1084	2	2	2	96	6	3	2	
1085	132	177	12	27	13	13	15	
1086	3	1	148	15	11	19	3	
1087	10	14	8	6	10	133	2	
1088	133	138	1	15	100	1	10	
1089	12	1	1	1	51	1	40	
1090	6	5	6	2	132	14	5	
1091	10	14	8	6	133	3	2	
1092	3	3	149	1	1	1	10	
1093	10	53	34	26	26	32	2	
1094	10	35	19	2	49	26	39	
1095	134	6	1	5	8	8	6	
1096	10	14	8	6	10	83	2	
1097	2	3	6	1	4	4	3	
1098	1	1	1	1	1	134	1	
1099	135	4	1	4	12	1	10	
1100	136	4	1	4	12	1	10	
1101	2	2	2	2	6	135	2	
1102	8	2	150	2	6	3	2	
1103	2	2	2	2	6	3	122	
1104	2	2	2	2	6	3	123	
1105	3	3	1	1	4	136	3	
1106	3	1	1	8	1	138	1	
1107	2	178	2	2	6	3	2	
1108	19	23	15	2	134	20	15	
1109	137	23	15	2	19	20	15	
1110	19	23	151	2	19	20	15	
1111	30	4	1	4	12	1	10	
1112	3	37	152	2	20	26	32	
1113	138	4	1	4	12	137	3	
1114	139	2	2	2	6	139	2	
1115	1	1	1	1	4	19	1	
1116	2	3	153	1	4	4	30	
1117	7	6	1	5	135	8	6	
1118	52	79	54	18	56	32	59	
1119	18	1	1	1	1	67	3	
1120	10	182	8	6	10	3	2	
1121	1	1	154	1	1	1	1	
1122	6	72	12	43	49	140	59	
1123	6	179	12	43	49	67	59	
1124	140	72	72	43	52	67	59	
1125	18	1	1	1	1	5	124	
1126	18	1	1	1	1	141	3	
1127	18	1	1	97	1	5	3	
1128	18	1	1	97	136	5	3	
1129	141	1	1	1	1	5	3	
1130	6	180	6	98	7	14	5	
1131	2	2	155	2	6	3	2	
1132	7	6	156	5	8	8	6	
1133	10	14	8	6	137	3	2	
1134	4	9	1	8	1	142	8	
1135	142	1	1	1	1	1	1	
1136	1	1	1	64	1	1	1	
1137	143	6	1	5	8	8	6	
1138	7	6	1	5	8	143	6	
1139	7	6	1	5	8	144	6	
1140	22	1	14	23	12	53	125	
1141	3	27	1	1	1	1	4	
1142	1	3	1	8	11	5	4	
1143	13	13	1	1	12	11	8	
1144	4	1	4	1	5	5	5	
1145	4	1	4	1	5	5	2	
1146	4	1	4	1	5	5	11	
1147	2	2	2	2	6	3	10	
1148	1	61	1	8	12	4	10	
1149	19	23	15	2	19	20	5	
1150	3	3	1	1	33	4	3	
1151	18	153	6	2	38	50	15	
1152	3	3	1	1	138	4	3	
1153	1	13	1	1	124	5	3	
1154	3	2	1	1	1	1	10	
1155	69	1	14	15	11	19	3	
1156	1	3	1	8	12	5	11	
1157	1	480	1	4	12	1	10	
1158	2	2	2	2	6	145	2	
1159	3	4	1	4	4	44	3	
1160	13	13	1	1	12	11	127	
1161	8	2	2	2	6	92	2	
1162	8	7	157	2	9	9	7	
1163	2	2	2	2	6	61	2	
1164	1	4	1	100	12	1	10	
1165	10	14	158	6	10	3	2	
1166	145	2	2	2	6	3	2	
1167	146	14	8	6	10	3	2	
1168	2	2	2	2	6	3	128	
1169	10	54	8	6	10	3	2	
1170	6	5	6	2	7	17	15	
1171	2	2	2	2	6	146	2	
1172	6	5	6	2	95	17	15	
1173	3	3	1	1	4	131	3	
1174	3	1	1	1	1	5	129	
1175	3	26	28	18	18	33	27	
1176	1	4	1	4	12	1	130	
1177	2	3	1	1	4	364	3	
1178	1	181	1	4	12	1	10	
1179	144	1	1	1	1	5	3	
1180	7	6	1	5	381	8	6	
1181	3	3	1	1	139	4	3	
1182	147	27	1	1	1	1	10	
1183	3	183	1	1	4	1	3	
1184	1	4	1	4	140	1	10	
1185	148	13	1	1	12	11	13	
1186	1	4	1	4	141	1	10	
1187	1	184	1	4	12	1	28	
1188	3	185	1	1	4	4	3	
1189	3	186	1	1	4	4	3	
1190	364	3	1	1	4	4	3	
1191	26	1	1	1	2	1	1	
1192	3	1	24	5	7	4	11	
1193	1	1	1	24	2	1	1	
1194	1	2	2	2	1	1	1	
1195	1	6	6	1	2	1	10	
1196	7	1	6	2	4	1	10	
1197	3	1	1	5	11	1	11	
1198	12	1	5	2	3	1	20	
1199	8	19	17	4	9	10	2	
1200	16	1	2	1	2	1	1	
1201	27	1	2	2	4	1	1	
1202	7	1	2	2	4	7	23	
1203	2	2	161	2	3	6	2	
1204	1	4	1	4	144	1	10	
1205	19	23	15	2	143	147	15	
1206	1	1	160	1	1	1	1	
1207	1	3	164	1	1	1	1	
1208	3	3	1	1	142	4	3	
1209	111	71	162	2	7	58	110	
1210	6	5	163	2	7	14	5	
1211	10	14	165	6	10	3	2	
1212	2	14	8	6	10	3	2	
1213	6	5	6	2	7	14	132	
1214	1	5	1	1	1	1	1	
1215	22	1	21	23	12	4	31	
1216	1	13	1	1	124	149	3	
1217	1	4	1	8	1	51	133	
1218	3	1	1	8	1	1	134	
1219	22	1	4	23	12	4	31	
1220	1	1	1	1	1	1	135	
1221	3	3	1	1	12	4	31	
1222	3	20	6	6	1	3	2	
1223	151	187	20	101	145	150	131	
1224	19	23	15	2	19	20	136	
1225	2	3	1	1	4	148	3	
1226	4	1	4	1	5	151	4	
1227	149	3	1	1	4	4	3	
1228	2	188	1	1	4	4	3	
1229	3	189	159	1	4	4	3	
1230	6	190	72	43	52	67	59	
1231	4	9	1	1	1	5	3	
1232	3	35	167	2	20	26	39	
1233	6	191	6	60	7	14	5	
1234	5	4	1	4	146	6	3	
1235	3	192	1	8	1	1	1	
1236	3	1	166	8	1	1	1	
1237	3	3	1	1	148	4	3	
1238	150	3	1	1	4	4	3	
1239	3	3	1	102	4	4	3	
1240	1	4	1	1	4	4	3	
1241	19	23	23	2	19	20	15	
1242	152	14	8	6	14	3	2	
1243	1	1	1	105	11	4	10	
1244	6	194	6	2	7	17	19	
1245	6	193	45	2	7	58	52	
1246	6	1	12	43	7	67	59	
1247	6	66	46	2	91	50	18	
1248	6	72	12	43	49	67	138	
1249	153	72	72	43	52	152	59	
1250	154	79	12	2	149	114	102	
1251	57	195	12	47	10	153	139	
1252	3	196	1	1	4	4	3	
1253	3	3	1	1	4	4	140	
1254	155	197	169	18	7	15	48	
1255	3	3	1	1	4	4	141	
1256	1	1	170	1	1	1	1	
1257	3	3	1	1	4	4	144	
1258	3	27	1	1	1	1	145	
1259	1	4	1	4	12	1	143	
1260	1	3	1	14	11	51	39	
1261	3	1	1	8	1	156	1	
1262	2	200	2	2	6	3	2	
1263	2	2	2	106	2	2	2	
1264	22	1	14	23	12	53	146	
1265	3	1	1	8	150	1	1	
1266	10	201	8	6	10	3	2	
1267	3	199	1	1	1	1	10	
1268	1	3	1	8	11	5	142	
1269	3	3	1	1	4	154	3	
1270	22	198	14	23	12	53	31	
1271	156	5	6	2	7	14	5	
1272	2	2	2	2	2	155	2	
1273	70	3	1	8	11	5	1	
1274	6	72	72	43	52	157	59	
1275	52	154	54	18	56	121	65	
1276	110	155	120	66	12	122	110	
1277	3	175	19	107	20	26	39	
1278	18	1	1	1	1	1	1	
1279	1	13	1	1	12	1	3	
1280	3	1	1	4	11	1	35	
1281	4	168	1	8	1	10	8	
1282	2	202	1	1	4	4	3	
1283	2	3	1	137	4	4	3	
1284	151	123	93	2	145	150	2	
1285	2	3	1	1	4	4	11	
1286	2	31	1	2	13	4	11	
1287	2	123	93	2	13	4	11	
1288	151	1	14	5	145	150	11	
1289	22	1	14	109	12	4	31	
1290	1	4	1	1	11	1	3	
1291	19	23	15	2	19	158	42	
1292	3	38	1	1	1	1	40	
1293	157	3	1	110	12	159	148	
1294	2	3	1	1	4	4	115	
1295	3	1	1	8	12	19	1	
1296	2	3	1	111	4	4	3	
1297	3	203	1	1	1	1	10	
1298	2	2	2	2	22	3	2	
1299	3	138	171	15	100	1	10	
1300	6	5	172	2	7	14	5	
1301	158	5	6	2	7	14	5	
1302	6	2	6	98	7	5	5	
1303	151	31	173	101	145	150	131	
1304	36	45	43	34	39	52	49	
1305	159	3	1	1	4	4	3	
1306	6	72	1	43	52	160	59	
1307	1	4	1	5	12	1	10	
1308	3	3	1	1	4	4	53	
1309	2	3	1	1	151	4	3	
1310	2	3	1	1	4	4	149	
1311	160	23	15	2	19	20	15	
1312	2	3	176	1	4	4	3	
1313	13	13	1	1	12	19	13	
1314	116	158	6	2	10	11	7	
1315	10	47	8	26	154	32	2	
1316	19	23	15	2	19	20	4	
1317	1	4	8	4	12	1	10	
1318	3	1	14	2	11	19	3	
1319	10	14	8	6	4	86	2	
1320	2	2	2	2	6	11	2	
1321	2	32	1	2	6	3	3	
1322	161	14	8	6	10	3	2	
1323	4	204	1	1	11	72	11	
1324	1	205	1	8	4	4	3	
1325	1	43	174	4	12	1	10	
1326	7	6	175	5	8	8	6	
1327	7	6	1	5	152	8	6	
1328	1	1	177	1	1	1	1	
1329	162	3	1	1	4	4	3	
1330	10	206	8	6	10	3	2	
1331	1	4	1	8	153	4	3	
1332	3	1	1	8	155	1	1	
1333	2	2	2	2	6	161	2	
1334	3	3	1	1	4	162	3	
1335	2	2	2	2	6	163	2	
1336	1	1	178	1	1	1	1	
1337	1	3	1	1	3	4	3	
1338	3	3	1	1	4	131	83	
1339	163	1	1	1	12	1	150	
1340	1	207	1	4	12	1	10	
1341	2	3	179	1	4	4	3	
1342	1	4	180	4	12	1	10	
1343	1	89	1	1	11	5	11	
1344	12	89	1	108	4	5	90	
1345	1	208	104	112	156	1	1	
1346	1	209	1	4	12	1	10	
1347	18	89	1	1	4	5	90	
1348	1	4	1	4	12	164	10	
1349	14	210	45	2	7	110	2	
1350	1	4	1	4	12	1	151	
1351	3	212	1	1	4	4	3	
1352	1	4	1	4	12	1	421	
1353	3	212	1	1	4	88	3	
1354	19	23	15	113	19	20	15	
1355	8	211	2	2	6	3	2	
1356	3	1	181	1	1	5	3	
1357	111	31	1	1	4	4	11	
1358	6	5	1	2	7	4	5	
1359	57	79	12	2	13	76	152	
1360	22	1	182	23	12	4	31	
1361	6	79	12	47	149	50	153	
1362	12	4	1	114	12	1	3	
1363	164	72	50	43	49	67	59	
1364	165	72	50	43	49	67	59	
1365	6	72	50	43	49	165	59	
1366	3	78	1	1	1	166	3	
1367	3	1	183	1	1	5	3	
1368	166	9	1	8	1	10	8	
1369	1	3	1	8	157	5	11	
1370	4	9	184	8	1	10	8	
1371	154	79	185	47	13	50	154	
1372	167	1	4	1	5	5	4	
1373	1	26	28	115	18	33	50	
1374	2	3	186	1	4	4	30	
1375	3	35	187	2	20	26	39	
1376	3	73	1	1	1	1	10	
1377	168	14	8	6	10	3	2	
1378	13	13	1	1	6	3	13	
1379	3	1	1	1	1	167	3	
1380	169	79	54	18	56	32	65	
1381	3	3	127	1	4	4	3	
1382	3	3	1	1	56	4	3	
1383	6	5	8	2	7	3	2	
1384	6	5	6	2	7	17	5	
1385	1	3	112	14	11	51	10	
1386	2	1	2	2	158	3	2	
1387	8	2	2	2	6	168	2	
1388	10	14	8	116	10	3	2	
1389	3	3	189	1	1	22	10	
1390	2	2	190	2	6	3	2	
1391	3	35	19	2	159	26	39	
1392	2	2	2	2	160	2	2	
1393	10	213	8	6	10	3	2	
1394	10	14	8	117	10	3	2	
1395	1	214	1	8	11	5	11	
1396	1	1	191	1	1	1	1	
1397	3	3	1	1	4	4	155	
1398	1	4	1	4	12	169	10	
1399	3	1	14	118	11	19	3	
1400	3	1	192	15	11	19	3	
1401	2	3	1	1	115	4	3	
1402	1	1	149	1	1	1	1	
1403	13	3	1	1	12	11	13	
1404	46	75	1	1	4	4	3	
1405	3	3	193	1	4	4	3	
1406	8	2	194	2	6	3	2	
1407	3	59	1	4	161	170	2	
1408	2	2	195	2	6	3	2	
1409	1	4	1	4	19	1	10	
1410	1	4	1	8	46	24	29	
1411	3	3	1	4	4	6	3	
1412	10	14	196	6	10	3	2	
1413	6	5	6	2	162	14	5	
1414	7	6	1	5	8	171	6	
1415	2	2	2	2	163	2	2	
1416	1	215	1	4	12	1	10	
1417	10	14	197	6	14	3	2	
1418	170	23	15	2	19	20	15	
1419	3	1	198	1	1	5	3	
1420	12	152	1	14	12	27	10	
1421	6	5	6	2	7	14	19	
1422	2	2	2	2	6	172	2	
1423	4	9	1	8	1	173	8	
1424	3	3	1	12	4	88	16	
1425	2	3	1	1	4	88	3	
1426	3	3	74	58	4	88	3	
1427	1	31	1	4	12	1	40	
1428	3	3	1	119	4	4	3	
1429	1	3	1	4	12	4	10	
1430	3	3	178	1	4	4	3	
1431	18	216	6	2	13	15	7	
1432	10	14	199	6	10	3	2	
1433	6	217	6	2	7	174	5	
1434	1	4	1	8	4	4	2	
1435	1	4	1	4	164	1	10	
1436	2	2	2	2	165	3	2	
1437	171	2	2	2	6	3	2	
1438	172	2	2	2	6	3	2	
1439	2	2	200	2	6	3	2	
1440	1	3	1	1	11	51	10	
1441	2	3	443	1	4	4	3	
1442	1	26	28	18	166	33	50	
1443	1	26	28	18	18	33	156	
1444	10	40	8	6	10	3	157	
1445	13	13	1	120	12	11	13	
1446	173	6	1	7	8	8	6	
1447	1	4	1	4	12	1	158	
1448	2	2	2	2	6	3	159	
1449	22	1	14	23	167	4	31	
1450	3	218	19	2	20	26	39	
1451	174	1	1	9	1	1	1	
1452	365	6	1	5	8	8	6	
1453	3	35	19	2	20	175	39	
1454	1	4	201	4	12	1	10	
1455	22	1	14	23	12	176	31	
1456	2	2	2	2	168	3	2	
1457	175	4	1	4	12	1	10	
1458	3	4	202	4	4	6	3	
1459	3	37	203	2	20	26	32	
1460	1	3	1	76	11	5	11	
1461	176	3	1	8	11	5	11	
1462	3	1	1	4	1	1	1	
1463	2	3	1	1	4	4	422	
1464	102	219	204	122	13	177	160	
1465	2	220	1	1	4	4	3	
1466	22	1	14	23	12	178	31	
1467	1	3	2	14	11	26	10	
1468	3	37	1	2	20	27	32	
1469	1	13	1	1	124	5	115	
1470	4	9	1	8	1	10	10	
1471	46	75	205	44	13	68	60	
1472	2	2	2	2	6	3	162	
1473	7	221	1	5	8	5	6	
1474	3	223	1	8	1	1	1	
1475	2	222	2	2	6	3	3	
1476	2	2	71	2	6	3	2	
1477	13	13	1	123	12	11	13	
1478	2	2	2	2	6	3	163	
1479	13	225	1	1	12	11	13	
1480	177	4	1	4	12	1	10	
1481	1	4	1	124	46	24	29	
1482	2	2	2	2	6	179	2	
1483	1	224	1	4	12	1	10	
1484	2	226	2	2	6	3	2	
1485	5	4	1	4	4	6	39	
1486	2	13	1	1	12	11	13	
1487	13	2	2	2	6	3	2	
1488	1	3	1	6	11	5	11	
1489	1	4	1	2	12	1	28	
1490	3	3	1	2	4	4	3	
1491	13	13	1	2	12	11	13	
1492	4	1	4	2	5	5	4	
1493	2	3	1	1	4	4	147	
1494	7	6	1	5	391	8	6	
1495	1	4	1	14	12	1	10	
1496	1	1	1	1	12	1	3	
1497	3	3	93	1	4	4	3	
1498	3	3	1	1	1	4	3	
1499	3	1	1	1	12	4	31	
1500	8	2	157	1	10	1	2	
1501	1	23	15	2	15	20	15	
1502	1	3	1	14	36	51	10	
1503	1	1	1	1	29	5	3	
1504	1	1	1	1	12	1	11	
1505	1	1	1	8	12	1	1	
1506	1	1	19	21	20	16	2	
1507	1	4	1	4	4	4	3	
1508	3	227	1	1	4	4	3	
1509	1	1	1	1	169	1	1	
1510	1	4	1	4	12	4	28	
1511	2	4	76	2	6	3	13	
1512	4	4	1	2	1	1	11	
1513	13	13	1	2	1	11	13	
1514	13	13	206	1	12	11	13	
1515	10	14	8	2	170	3	2	
1516	3	3	1	42	4	4	3	
1517	178	3	1	1	4	4	3	
1518	46	75	207	44	13	68	60	
1519	3	1	1	8	1	1	164	
1520	6	72	50	43	49	67	165	
1521	6	22	6	2	2	14	2	
1522	6	22	6	2	12	14	2	
1523	3	27	6	1	1	1	10	
1524	1	228	1	4	12	1	10	
1525	6	5	6	2	7	14	166	
1526	6	229	45	2	7	58	52	
1527	3	1	208	1	1	5	3	
1528	2	3	1	1	392	4	3	
1529	3	3	1	1	4	4	423	
1530	2	2	150	2	6	3	2	
1531	2	3	1	1	4	4	424	
1532	10	14	8	6	31	3	2	
1533	3	1	1	8	1	1	284	
1534	8	2	2	2	6	3	262	
1535	13	13	1	1	81	11	13	
1536	2	50	2	2	2	2	2	
1537	1	4	88	4	12	1	10	
1538	8	2	69	2	6	3	2	
1539	7	6	188	5	8	8	6	
1540	3	3	1	149	4	4	3	
1541	69	240	438	15	172	4	3	
1542	3	116	1	1	4	4	3	
1543	3	37	19	121	20	26	32	
1544	1	481	1	4	12	1	10	
1545	2	3	1	150	4	4	3	
1546	22	482	14	23	12	4	31	
1547	1	3	437	14	11	51	10	
1548	3	3	352	1	4	4	3	
1549	4	1	1	1	1	1	3	
1550	1	4	1	4	12	1	248	
1551	12	4	345	4	12	1	3	
1552	1	3	220	8	11	5	11	
1553	10	58	8	6	10	3	2	
1554	10	14	8	6	10	3	327	
1555	3	27	47	1	1	1	10	
1556	1	4	1	4	81	1	10	
1557	3	35	493	2	20	26	39	
1558	3	124	1	1	1	410	40	
1559	3	1	1	8	1	231	1	
1560	10	14	120	6	10	3	75	
1561	1	4	435	4	12	81	10	
1562	6	57	45	2	7	58	425	
1563	7	6	1	55	8	8	6	
1564	8	2	2	2	77	3	2	
1565	83	2	2	2	6	3	2	
1566	3	549	1	1	1	1	40	
1567	2	2	2	2	6	3	339	
1568	33	4	1	4	12	1	10	
1569	244	3	1	1	1	1	10	
1570	3	35	494	2	20	26	39	
1571	6	548	45	2	215	58	52	
1572	1	4	1	4	12	1	426	
1573	1	1	1	1	22	285	1	
1574	1	4	118	8	4	4	3	
1575	43	1	1	8	1	1	1	
1576	5	4	1	4	4	365	3	
1577	6	5	6	48	7	14	5	
1578	18	33	6	20	7	366	48	
1579	1	4	1	4	12	81	427	
1580	2	2	2	2	393	3	2	
1581	417	57	45	2	215	58	476	
1582	7	6	1	5	8	8	428	
1583	6	57	45	2	215	58	476	
1584	7	6	444	5	8	8	6	
1585	357	1	378	1	1	5	3	
1586	7	6	1	5	8	8	429	
1587	10	488	8	6	10	3	2	
1588	7	6	1	5	394	8	6	
1589	366	6	1	5	8	8	6	
1590	7	6	1	154	8	8	6	
1591	13	13	1	1	12	367	13	
1592	179	4	1	4	12	1	3	
1593	151	123	20	101	145	150	131	
1594	151	1	20	101	145	150	131	
1595	111	37	8	88	384	32	419	
1596	2	2	24	2	6	3	2	
1597	8	2	8	6	6	3	2	
1598	12	1	37	15	11	1	40	
1599	2	2	2	1	2	2	167	
1600	180	13	1	1	12	11	13	
1601	8	2	210	2	6	3	2	
1602	10	231	8	6	10	3	2	
1603	3	230	14	15	11	19	3	
1604	5	119	1	4	4	6	3	
